publication_number,title,first_claim,Lemmatized-Claim,sub_classes,sub_class,topics,prob,query_publication_numbers,query_class_codes,query_claim,query_predicted_topics,query_codes_G16H,exact_match_code,count_exact_match_top50,RFR
US2012271647A1,Method for improved adherence to medication therapy,"1 . A method for managing medication adherence of a patient, comprising the steps of: receiving patient information comprising patient name, telephone number, and prescription information; storing the patient information in one or more databases; filling a prescription for the patient based on the patient information; identifying adherence interventions based on the patient information; providing an in-person counseling session between the patient and a pharmacist when the patient receives the filled prescription; placing a first telephone call to the patient after the patient receives the filled prescription; placing a second telephone call to the patient prior to the day that the prescription is due for a refill; and placing a third telephone call to the patient in the event the prescription is past due for a refill. 2 . The method of claim 1 further comprising the step of having a pharmacist place an initial telephone call to the patient after the prescription is filled and before the patient receives the filled prescription. 3 . The method of claim 2 where placing the initial telephone call to the patient is between three (3) and ten (10) days after the prescription is filled. 4 . The method of claim 1 where",method managing medication adherence patient comprising step receiving patient information comprising patient name telephone number prescription information storing patient information one database filling prescription patient based patient information identifying adherence intervention based patient information providing inperson counseling session patient pharmacist patient receives filled prescription placing first telephone call patient patient receives filled prescription placing second telephone call patient prior day prescription refill placing third telephone call patient event prescription past refill method claim comprising step pharmacist place initial telephone call patient prescription filled patient receives filled prescription method claim placing initial telephone call patient three ten day prescription filled method claim,"['G16H80/00', 'G06Q10/10']","['G16H', 'G06Q']",24,0.5490932429002781,US20230238130A1,"A61B5/14551,A61,A61B5/0295,A61B5/6829,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/14546,G16H40/60,A61B5/68,A61B2562/08,H,A61B1/00,A61B2562/221,A61B5/7475,A61B2562/18,A61B5/746,A61B5/7405,H05K,G16H40/67,A61B,Y10,A61B5/6813,Y,A61B2562/185,G16H10/40,A61B5/6826,A61B5/02,A61B5/0002,A61B5/1455,A61B5/6832,A,A61B5/7235,A61B5/6801,A61B5/7278,G16H,A61B5/026,A61B5/742,A61B2562/22,A61B5/024,G16,A61B5/02416,A61B5/683,A61B5/0015,A61B5/6825,Y10S,A61B5/1495,A61B5/72,A61B5/0261,A61B2562/085,A61B2562/222,A61B5/7275,A61B5/00,A61B5/145,A61B5/74,G16H10/00,H05K999/99,A61B5/7246,Y10S439/909,A61B5/14552,A61B5/6838,A61B5/6815,A61B5/7271,H05K999/00,A61B5/02427,A61B5/0205,Y10S439/00,A61B5/0022,A61B5/6814,A61B2562/00,H05","1. A physiological monitoring device comprising:
at least two LEDs, the at least two LEDs configured to emit light of at least two different wavelengths; at least one detector configured to detect at least a portion of the light emitted from the at least two LEDs after at least a portion of the light has been attenuated by tissue, the at least one detector configured to output at least one signal responsive to the detected light; a light block surrounding the at least one detector, the light block forming a cavity, the light block comprising a light-absorbing material, the light block including only one circular opening through which light is configured to pass, an area of the circular opening being smaller than a surface area of a facing surface of the at least one detector; and a processor configured to receive and process one or more signals responsive to the outputted at least one signal and determine a physiological parameter of a user responsive to the one or more signals. at least two LEDs, the at least two LEDs configured to emit light of at least two different wavelengths; at least one detector configured to detect at least a portion of the light emitted from the at least two LEDs after at least a portion of the light has been attenuated by tissue, the at least one detector configured to output at least one signal responsive to the detected light; a light block surrounding the at least one detector, the light block forming a cavity, the light block comprising a light-absorbing material, the light block including only one circular opening through which light is configured to pass, an area of the circular opening being smaller than a surface area of a facing surface of the at least one detector; and a processor configured to receive and process one or more signals responsive to the outputted at least one signal and determine a physiological parameter of a user responsive to the one or more signals.",[24],"G16H40/00,G16H40/60,G16H40/67,G16H10/40,G16H,G16H10/00",,3,5.0
US2008132799A1,Method of physiological data analysis and measurement quality check using principal component analysis,"1 . A method of analyzing patient physiological data collected as part of a pharmacological study, the method comprising the steps of: collecting patient physiological data; normalizing the patient physiological data; performing a principal component analysis of the normalized patient physiological data; comparing the analysis of the patient physiological data to a model patient physiological data principal component analysis; using the comparison to identify morphology of the patient physiological data. 2 . The method of claim 1 further comprising the step of creating the model patient physiological data principal component analysis. 3 . The method of claim 2 wherein the physiological data is patient ECG signal data. 4 . The method of claim 3 wherein the model patient physiological data principal component analysis is a composite analysis of a plurality of ECG signal data. 5 . The method of claim 4 wherein a model patient physiological data principal component analysis is created using a plurality of edited normal and abnormal ECG signals. 6 . The method of claim 1 wherein the principal component analysis is a six-vector principal component analysis. 7 . The method of claim 3 further as using the comparison to identify the morphology of a specific ECG",method analyzing patient physiological data collected part pharmacological study method comprising step collecting patient physiological data normalizing patient physiological data performing principal component analysis normalized patient physiological data comparing analysis patient physiological data model patient physiological data principal component analysis comparison identify morphology patient physiological data method claim comprising step creating model patient physiological data principal component analysis method claim wherein physiological data patient ecg signal data method claim wherein model patient physiological data principal component analysis composite analysis plurality ecg signal data method claim wherein model patient physiological data principal component analysis created plurality edited normal abnormal ecg signal method claim wherein principal component analysis sixvector principal component analysis method claim comparison identify morphology specific ecg,"['A61B5/366', 'G16H50/70']","['A61B', 'G16H']",24,0.545202746831873,US20230238130A1,"A61B5/14551,A61,A61B5/0295,A61B5/6829,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/14546,G16H40/60,A61B5/68,A61B2562/08,H,A61B1/00,A61B2562/221,A61B5/7475,A61B2562/18,A61B5/746,A61B5/7405,H05K,G16H40/67,A61B,Y10,A61B5/6813,Y,A61B2562/185,G16H10/40,A61B5/6826,A61B5/02,A61B5/0002,A61B5/1455,A61B5/6832,A,A61B5/7235,A61B5/6801,A61B5/7278,G16H,A61B5/026,A61B5/742,A61B2562/22,A61B5/024,G16,A61B5/02416,A61B5/683,A61B5/0015,A61B5/6825,Y10S,A61B5/1495,A61B5/72,A61B5/0261,A61B2562/085,A61B2562/222,A61B5/7275,A61B5/00,A61B5/145,A61B5/74,G16H10/00,H05K999/99,A61B5/7246,Y10S439/909,A61B5/14552,A61B5/6838,A61B5/6815,A61B5/7271,H05K999/00,A61B5/02427,A61B5/0205,Y10S439/00,A61B5/0022,A61B5/6814,A61B2562/00,H05","1. A physiological monitoring device comprising:
at least two LEDs, the at least two LEDs configured to emit light of at least two different wavelengths; at least one detector configured to detect at least a portion of the light emitted from the at least two LEDs after at least a portion of the light has been attenuated by tissue, the at least one detector configured to output at least one signal responsive to the detected light; a light block surrounding the at least one detector, the light block forming a cavity, the light block comprising a light-absorbing material, the light block including only one circular opening through which light is configured to pass, an area of the circular opening being smaller than a surface area of a facing surface of the at least one detector; and a processor configured to receive and process one or more signals responsive to the outputted at least one signal and determine a physiological parameter of a user responsive to the one or more signals. at least two LEDs, the at least two LEDs configured to emit light of at least two different wavelengths; at least one detector configured to detect at least a portion of the light emitted from the at least two LEDs after at least a portion of the light has been attenuated by tissue, the at least one detector configured to output at least one signal responsive to the detected light; a light block surrounding the at least one detector, the light block forming a cavity, the light block comprising a light-absorbing material, the light block including only one circular opening through which light is configured to pass, an area of the circular opening being smaller than a surface area of a facing surface of the at least one detector; and a processor configured to receive and process one or more signals responsive to the outputted at least one signal and determine a physiological parameter of a user responsive to the one or more signals.",[24],"G16H40/00,G16H40/60,G16H40/67,G16H10/40,G16H,G16H10/00",,3,5.0
US2022199254A1,Universal health machine for the automatic assessment of patients,"1 . A method for automatically determining an assessment of a patient, comprising: automatically interacting with a patient, by a first trained machine learning based model, to acquire initial patient data; automatically determining one or more risk factors associated with the patient, by a second trained machine learning based model, based on the acquired initial patient data; automatically interacting with the patient, by the first trained machine learning based model, to acquire additional patient data based on the one or more determined risk factors; automatically determining an assessment of the patient, by the second trained machine learning based model, based on the initial patient data and the additional patient data; and outputting the assessment of the patient. 2 . The method of claim 1 , wherein the second trained machine learning based model guides the automatic interaction with the patient, by the first trained machine learning based model, to acquire the additional patient data. 3 . The method of claim 1 , wherein automatically determining an assessment of the patient, by the second trained machine learning based model, based on the initial patient data and the additional patient data comprises: processing the initial patient data and the additional patient data",method automatically determining assessment patient comprising automatically interacting patient first trained machine learning based model acquire initial patient data automatically determining one risk factor associated patient second trained machine learning based model based acquired initial patient data automatically interacting patient first trained machine learning based model acquire additional patient data based one determined risk factor automatically determining assessment patient second trained machine learning based model based initial patient data additional patient data outputting assessment patient method claim wherein second trained machine learning based model guide automatic interaction patient first trained machine learning based model acquire additional patient data method claim wherein automatically determining assessment patient second trained machine learning based model based initial patient data additional patient data comprises processing initial patient data additional patient data,"['G16H10/60', 'G06N3/045']","['G16H', 'G06N']",24,0.5431687636879644,US20230238130A1,"A61B5/14551,A61,A61B5/0295,A61B5/6829,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/14546,G16H40/60,A61B5/68,A61B2562/08,H,A61B1/00,A61B2562/221,A61B5/7475,A61B2562/18,A61B5/746,A61B5/7405,H05K,G16H40/67,A61B,Y10,A61B5/6813,Y,A61B2562/185,G16H10/40,A61B5/6826,A61B5/02,A61B5/0002,A61B5/1455,A61B5/6832,A,A61B5/7235,A61B5/6801,A61B5/7278,G16H,A61B5/026,A61B5/742,A61B2562/22,A61B5/024,G16,A61B5/02416,A61B5/683,A61B5/0015,A61B5/6825,Y10S,A61B5/1495,A61B5/72,A61B5/0261,A61B2562/085,A61B2562/222,A61B5/7275,A61B5/00,A61B5/145,A61B5/74,G16H10/00,H05K999/99,A61B5/7246,Y10S439/909,A61B5/14552,A61B5/6838,A61B5/6815,A61B5/7271,H05K999/00,A61B5/02427,A61B5/0205,Y10S439/00,A61B5/0022,A61B5/6814,A61B2562/00,H05","1. A physiological monitoring device comprising:
at least two LEDs, the at least two LEDs configured to emit light of at least two different wavelengths; at least one detector configured to detect at least a portion of the light emitted from the at least two LEDs after at least a portion of the light has been attenuated by tissue, the at least one detector configured to output at least one signal responsive to the detected light; a light block surrounding the at least one detector, the light block forming a cavity, the light block comprising a light-absorbing material, the light block including only one circular opening through which light is configured to pass, an area of the circular opening being smaller than a surface area of a facing surface of the at least one detector; and a processor configured to receive and process one or more signals responsive to the outputted at least one signal and determine a physiological parameter of a user responsive to the one or more signals. at least two LEDs, the at least two LEDs configured to emit light of at least two different wavelengths; at least one detector configured to detect at least a portion of the light emitted from the at least two LEDs after at least a portion of the light has been attenuated by tissue, the at least one detector configured to output at least one signal responsive to the detected light; a light block surrounding the at least one detector, the light block forming a cavity, the light block comprising a light-absorbing material, the light block including only one circular opening through which light is configured to pass, an area of the circular opening being smaller than a surface area of a facing surface of the at least one detector; and a processor configured to receive and process one or more signals responsive to the outputted at least one signal and determine a physiological parameter of a user responsive to the one or more signals.",[24],"G16H40/00,G16H40/60,G16H40/67,G16H10/40,G16H,G16H10/00",,3,5.0
US2019096520A1,Personalized patient model,"What is claimed is: 1 . A method for calculating a personalized patient model including an external surface model of a patient and an organ model of the patient, the method comprising: acquiring metadata of the patient, the metadata being assigned to at least one metadata category; ascertaining, using the metadata of the patient acquired, the external surface model of the patient and an internal anatomical model of the patient, the internal anatomical model including a body cavity of the patient; ascertaining the organ model of the patient using the patient metadata acquired and using the internal anatomical model of the patient ascertained; and calculating the personalized patient model, the external surface model of the patient ascertained and the organ model of the patient ascertained, being combined. 2 . The method of claim 1 , wherein the at least one metadata category comprises at least one of: a weight of the patient, a height of the patient, and a gender of the patient. 3 . The method of claim 1 , wherein, during the ascertaining of the external surface model of the patient, a pose of the patient is taken into account. 4 . The method of claim 3 ,",claimed method calculating personalized patient model including external surface model patient organ model patient method comprising acquiring metadata patient metadata assigned one metadata category ascertaining metadata patient acquired external surface model patient internal anatomical model patient internal anatomical model including body cavity patient ascertaining organ model patient patient metadata acquired internal anatomical model patient ascertained calculating personalized patient model external surface model patient ascertained organ model patient ascertained combined method claim wherein one metadata category comprises one weight patient height patient gender patient method claim wherein ascertaining external surface model patient pose patient taken account method claim,"['G16H30/20', 'G16H50/50']","['G16H', 'G16H']",24,0.5415343613204674,US20230238130A1,"A61B5/14551,A61,A61B5/0295,A61B5/6829,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/14546,G16H40/60,A61B5/68,A61B2562/08,H,A61B1/00,A61B2562/221,A61B5/7475,A61B2562/18,A61B5/746,A61B5/7405,H05K,G16H40/67,A61B,Y10,A61B5/6813,Y,A61B2562/185,G16H10/40,A61B5/6826,A61B5/02,A61B5/0002,A61B5/1455,A61B5/6832,A,A61B5/7235,A61B5/6801,A61B5/7278,G16H,A61B5/026,A61B5/742,A61B2562/22,A61B5/024,G16,A61B5/02416,A61B5/683,A61B5/0015,A61B5/6825,Y10S,A61B5/1495,A61B5/72,A61B5/0261,A61B2562/085,A61B2562/222,A61B5/7275,A61B5/00,A61B5/145,A61B5/74,G16H10/00,H05K999/99,A61B5/7246,Y10S439/909,A61B5/14552,A61B5/6838,A61B5/6815,A61B5/7271,H05K999/00,A61B5/02427,A61B5/0205,Y10S439/00,A61B5/0022,A61B5/6814,A61B2562/00,H05","1. A physiological monitoring device comprising:
at least two LEDs, the at least two LEDs configured to emit light of at least two different wavelengths; at least one detector configured to detect at least a portion of the light emitted from the at least two LEDs after at least a portion of the light has been attenuated by tissue, the at least one detector configured to output at least one signal responsive to the detected light; a light block surrounding the at least one detector, the light block forming a cavity, the light block comprising a light-absorbing material, the light block including only one circular opening through which light is configured to pass, an area of the circular opening being smaller than a surface area of a facing surface of the at least one detector; and a processor configured to receive and process one or more signals responsive to the outputted at least one signal and determine a physiological parameter of a user responsive to the one or more signals. at least two LEDs, the at least two LEDs configured to emit light of at least two different wavelengths; at least one detector configured to detect at least a portion of the light emitted from the at least two LEDs after at least a portion of the light has been attenuated by tissue, the at least one detector configured to output at least one signal responsive to the detected light; a light block surrounding the at least one detector, the light block forming a cavity, the light block comprising a light-absorbing material, the light block including only one circular opening through which light is configured to pass, an area of the circular opening being smaller than a surface area of a facing surface of the at least one detector; and a processor configured to receive and process one or more signals responsive to the outputted at least one signal and determine a physiological parameter of a user responsive to the one or more signals.",[24],"G16H40/00,G16H40/60,G16H40/67,G16H10/40,G16H,G16H10/00",,3,5.0
US2021280323A1,Customizable communication platform with longitudinal alert tags,"What is claimed is: 1 . A method, comprising: linking a patient device and a health care provider server; requesting a patient response to a message sent to the patient device including a query of a health-related issue; receiving the patient response from the patient device to the query; determining a content similarity of the patient response to at least one previous response; determining a content recurrence count of the patient response indicating a similar response content; determining a content recurrence timeliness of the patient response indicating the similar response content; determining an urgency level of the patient response based on the health-related issue, the content recurrence count and the content recurrence timeliness; tagging the patient response as an urgent tagged response if the determined urgency level exceeds a predetermined urgency threshold of the patient for the health-related issue, the content recurrence count and the content recurrence timeliness; providing the request and the urgent tagged response to a healthcare provider device; determining a set of possible reasons that the patient response triggered the urgent tagged response; and presenting to the healthcare provider device a list of alternative treatment regimens in response to the urgent tagged response. 2 . The method",claimed method comprising linking patient device health care provider server requesting patient response message sent patient device including query healthrelated issue receiving patient response patient device query determining content similarity patient response one previous response determining content recurrence count patient response indicating similar response content determining content recurrence timeliness patient response indicating similar response content determining urgency level patient response based healthrelated issue content recurrence count content recurrence timeliness tagging patient response urgent tagged response determined urgency level exceeds predetermined urgency threshold patient healthrelated issue content recurrence count content recurrence timeliness providing request urgent tagged response healthcare provider device determining set possible reason patient response triggered urgent tagged response presenting healthcare provider device list alternative treatment regimen response urgent tagged response method,"['G16H40/67', 'G16H20/00']","['G16H', 'G16H']",24,0.5370676707602372,US20230238130A1,"A61B5/14551,A61,A61B5/0295,A61B5/6829,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/14546,G16H40/60,A61B5/68,A61B2562/08,H,A61B1/00,A61B2562/221,A61B5/7475,A61B2562/18,A61B5/746,A61B5/7405,H05K,G16H40/67,A61B,Y10,A61B5/6813,Y,A61B2562/185,G16H10/40,A61B5/6826,A61B5/02,A61B5/0002,A61B5/1455,A61B5/6832,A,A61B5/7235,A61B5/6801,A61B5/7278,G16H,A61B5/026,A61B5/742,A61B2562/22,A61B5/024,G16,A61B5/02416,A61B5/683,A61B5/0015,A61B5/6825,Y10S,A61B5/1495,A61B5/72,A61B5/0261,A61B2562/085,A61B2562/222,A61B5/7275,A61B5/00,A61B5/145,A61B5/74,G16H10/00,H05K999/99,A61B5/7246,Y10S439/909,A61B5/14552,A61B5/6838,A61B5/6815,A61B5/7271,H05K999/00,A61B5/02427,A61B5/0205,Y10S439/00,A61B5/0022,A61B5/6814,A61B2562/00,H05","1. A physiological monitoring device comprising:
at least two LEDs, the at least two LEDs configured to emit light of at least two different wavelengths; at least one detector configured to detect at least a portion of the light emitted from the at least two LEDs after at least a portion of the light has been attenuated by tissue, the at least one detector configured to output at least one signal responsive to the detected light; a light block surrounding the at least one detector, the light block forming a cavity, the light block comprising a light-absorbing material, the light block including only one circular opening through which light is configured to pass, an area of the circular opening being smaller than a surface area of a facing surface of the at least one detector; and a processor configured to receive and process one or more signals responsive to the outputted at least one signal and determine a physiological parameter of a user responsive to the one or more signals. at least two LEDs, the at least two LEDs configured to emit light of at least two different wavelengths; at least one detector configured to detect at least a portion of the light emitted from the at least two LEDs after at least a portion of the light has been attenuated by tissue, the at least one detector configured to output at least one signal responsive to the detected light; a light block surrounding the at least one detector, the light block forming a cavity, the light block comprising a light-absorbing material, the light block including only one circular opening through which light is configured to pass, an area of the circular opening being smaller than a surface area of a facing surface of the at least one detector; and a processor configured to receive and process one or more signals responsive to the outputted at least one signal and determine a physiological parameter of a user responsive to the one or more signals.",[24],"G16H40/00,G16H40/60,G16H40/67,G16H10/40,G16H,G16H10/00",G16H40/67,3,5.0
US2022130539A1,Method and system for dynamically generating profile-specific therapeutic imagery using machine learning models,"What is claimed is: 1 . A computing system implemented method comprising: administering historical therapeutic imagery to one or more patients; analyzing patient imagery response data representing the responses of the one or more patients to the historical therapeutic imagery to determine the effectiveness of the historical therapeutic imagery for the one or more patients; analyzing patient imagery effectiveness data representing the effectiveness of the historical therapeutic imagery for the one or more patients and patient data associated with the one or more patients to generate one or more patient profiles; correlating historical therapeutic imagery data associated with the historical therapeutic imagery, the patient imagery effectiveness data, and patient profile data associated with the one or more patient profiles to generate therapeutic imagery effectiveness model training data; utilizing the therapeutic imagery effectiveness model training data to train one or more therapeutic imagery effectiveness prediction models, thereby resulting in the creation of one or more trained therapeutic imagery effectiveness prediction models; and utilizing the one or more trained therapeutic imagery effectiveness prediction models to generate maximally effective therapeutic imagery. 2 . The method of claim 1 wherein the historical therapeutic imagery is administered to the one or more patients remotely. 3",claimed computing system implemented method comprising administering historical therapeutic imagery one patient analyzing patient imagery response data representing response one patient historical therapeutic imagery determine effectiveness historical therapeutic imagery one patient analyzing patient imagery effectiveness data representing effectiveness historical therapeutic imagery one patient patient data associated one patient generate one patient profile correlating historical therapeutic imagery data associated historical therapeutic imagery patient imagery effectiveness data patient profile data associated one patient profile generate therapeutic imagery effectiveness model training data utilizing therapeutic imagery effectiveness model training data train one therapeutic imagery effectiveness prediction model resulting creation one trained therapeutic imagery effectiveness prediction model utilizing one trained therapeutic imagery effectiveness prediction model generate maximally effective therapeutic imagery method claim wherein historical therapeutic imagery administered one patient remotely,"['G16H50/50', 'A61M2230/42']","['G16H', 'A61M']",24,0.5304957903734667,US20230238130A1,"A61B5/14551,A61,A61B5/0295,A61B5/6829,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/14546,G16H40/60,A61B5/68,A61B2562/08,H,A61B1/00,A61B2562/221,A61B5/7475,A61B2562/18,A61B5/746,A61B5/7405,H05K,G16H40/67,A61B,Y10,A61B5/6813,Y,A61B2562/185,G16H10/40,A61B5/6826,A61B5/02,A61B5/0002,A61B5/1455,A61B5/6832,A,A61B5/7235,A61B5/6801,A61B5/7278,G16H,A61B5/026,A61B5/742,A61B2562/22,A61B5/024,G16,A61B5/02416,A61B5/683,A61B5/0015,A61B5/6825,Y10S,A61B5/1495,A61B5/72,A61B5/0261,A61B2562/085,A61B2562/222,A61B5/7275,A61B5/00,A61B5/145,A61B5/74,G16H10/00,H05K999/99,A61B5/7246,Y10S439/909,A61B5/14552,A61B5/6838,A61B5/6815,A61B5/7271,H05K999/00,A61B5/02427,A61B5/0205,Y10S439/00,A61B5/0022,A61B5/6814,A61B2562/00,H05","1. A physiological monitoring device comprising:
at least two LEDs, the at least two LEDs configured to emit light of at least two different wavelengths; at least one detector configured to detect at least a portion of the light emitted from the at least two LEDs after at least a portion of the light has been attenuated by tissue, the at least one detector configured to output at least one signal responsive to the detected light; a light block surrounding the at least one detector, the light block forming a cavity, the light block comprising a light-absorbing material, the light block including only one circular opening through which light is configured to pass, an area of the circular opening being smaller than a surface area of a facing surface of the at least one detector; and a processor configured to receive and process one or more signals responsive to the outputted at least one signal and determine a physiological parameter of a user responsive to the one or more signals. at least two LEDs, the at least two LEDs configured to emit light of at least two different wavelengths; at least one detector configured to detect at least a portion of the light emitted from the at least two LEDs after at least a portion of the light has been attenuated by tissue, the at least one detector configured to output at least one signal responsive to the detected light; a light block surrounding the at least one detector, the light block forming a cavity, the light block comprising a light-absorbing material, the light block including only one circular opening through which light is configured to pass, an area of the circular opening being smaller than a surface area of a facing surface of the at least one detector; and a processor configured to receive and process one or more signals responsive to the outputted at least one signal and determine a physiological parameter of a user responsive to the one or more signals.",[24],"G16H40/00,G16H40/60,G16H40/67,G16H10/40,G16H,G16H10/00",,3,5.0
US2022130515A1,Method and system for dynamically generating generalized therapeutic imagery using machine learning models,"What is claimed is: 1 . A computing system implemented method comprising: administering historical therapeutic imagery to one or more patients; analyzing patient imagery response data representing the responses of the one or more patients to the historical therapeutic imagery to determine the effectiveness of the historical therapeutic imagery for the one or more patients; correlating historical therapeutic imagery data associated with the historical therapeutic imagery with patient imagery effectiveness data associated with the responses of the one or more patients to the historical therapeutic imagery to generate therapeutic imagery effectiveness model training data; utilizing the therapeutic imagery effectiveness model training data to train one or more therapeutic imagery effectiveness prediction models, thereby resulting in the creation of one or more trained therapeutic imagery effectiveness prediction models; and utilizing the one or more trained therapeutic imagery effectiveness prediction models to generate maximally effective therapeutic imagery. 2 . The method of claim 1 wherein the historical therapeutic imagery is administered to the one or more patients remotely. 3 . The method of claim 1 wherein the responses of the one or more patients to the historical therapeutic imagery are monitored remotely. 4 . The method of claim 1 wherein the historical",claimed computing system implemented method comprising administering historical therapeutic imagery one patient analyzing patient imagery response data representing response one patient historical therapeutic imagery determine effectiveness historical therapeutic imagery one patient correlating historical therapeutic imagery data associated historical therapeutic imagery patient imagery effectiveness data associated response one patient historical therapeutic imagery generate therapeutic imagery effectiveness model training data utilizing therapeutic imagery effectiveness model training data train one therapeutic imagery effectiveness prediction model resulting creation one trained therapeutic imagery effectiveness prediction model utilizing one trained therapeutic imagery effectiveness prediction model generate maximally effective therapeutic imagery method claim wherein historical therapeutic imagery administered one patient remotely method claim wherein response one patient historical therapeutic imagery monitored remotely method claim wherein historical,"['G16H50/20', 'A61M2021/0027']","['G16H', 'A61M']",24,0.530426463332632,US20230238130A1,"A61B5/14551,A61,A61B5/0295,A61B5/6829,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/14546,G16H40/60,A61B5/68,A61B2562/08,H,A61B1/00,A61B2562/221,A61B5/7475,A61B2562/18,A61B5/746,A61B5/7405,H05K,G16H40/67,A61B,Y10,A61B5/6813,Y,A61B2562/185,G16H10/40,A61B5/6826,A61B5/02,A61B5/0002,A61B5/1455,A61B5/6832,A,A61B5/7235,A61B5/6801,A61B5/7278,G16H,A61B5/026,A61B5/742,A61B2562/22,A61B5/024,G16,A61B5/02416,A61B5/683,A61B5/0015,A61B5/6825,Y10S,A61B5/1495,A61B5/72,A61B5/0261,A61B2562/085,A61B2562/222,A61B5/7275,A61B5/00,A61B5/145,A61B5/74,G16H10/00,H05K999/99,A61B5/7246,Y10S439/909,A61B5/14552,A61B5/6838,A61B5/6815,A61B5/7271,H05K999/00,A61B5/02427,A61B5/0205,Y10S439/00,A61B5/0022,A61B5/6814,A61B2562/00,H05","1. A physiological monitoring device comprising:
at least two LEDs, the at least two LEDs configured to emit light of at least two different wavelengths; at least one detector configured to detect at least a portion of the light emitted from the at least two LEDs after at least a portion of the light has been attenuated by tissue, the at least one detector configured to output at least one signal responsive to the detected light; a light block surrounding the at least one detector, the light block forming a cavity, the light block comprising a light-absorbing material, the light block including only one circular opening through which light is configured to pass, an area of the circular opening being smaller than a surface area of a facing surface of the at least one detector; and a processor configured to receive and process one or more signals responsive to the outputted at least one signal and determine a physiological parameter of a user responsive to the one or more signals. at least two LEDs, the at least two LEDs configured to emit light of at least two different wavelengths; at least one detector configured to detect at least a portion of the light emitted from the at least two LEDs after at least a portion of the light has been attenuated by tissue, the at least one detector configured to output at least one signal responsive to the detected light; a light block surrounding the at least one detector, the light block forming a cavity, the light block comprising a light-absorbing material, the light block including only one circular opening through which light is configured to pass, an area of the circular opening being smaller than a surface area of a facing surface of the at least one detector; and a processor configured to receive and process one or more signals responsive to the outputted at least one signal and determine a physiological parameter of a user responsive to the one or more signals.",[24],"G16H40/00,G16H40/60,G16H40/67,G16H10/40,G16H,G16H10/00",,3,5.0
